1
119;1138;623;20;20;"18а";1;1
119;945;623;20;20;"18а";10;10
119;924;623;20;20;"18а";11;11
119;903;623;20;20;"18а";12;12
119;822;623;20;20;"18а";13;13
119;801;623;20;20;"18а";14;14
119;780;623;20;20;"18а";15;15
119;759;623;20;20;"18а";16;16
119;737;623;20;20;"18а";17;17
119;716;623;20;20;"18а";18;18
119;695;623;20;20;"18а";19;19
119;1116;623;20;20;"18а";2;2
119;674;623;20;20;"18а";20;20
119;653;623;20;20;"18а";21;21
119;632;623;20;20;"18а";22;22
119;610;623;20;20;"18а";23;23
119;589;623;20;20;"18а";24;24
119;1094;623;20;20;"18а";3;3
119;1072;623;20;20;"18а";4;4
119;1051;623;20;20;"18а";5;5
119;1030;623;20;20;"18а";6;6
119;1009;623;20;20;"18а";7;7
119;987;623;20;20;"18а";8;8
119;966;623;20;20;"18а";9;9
119;1138;590;20;20;"18б";1;1
119;945;590;20;20;"18б";10;10
119;924;590;20;20;"18б";11;11
119;903;590;20;20;"18б";12;12
119;822;590;20;20;"18б";13;13
119;801;590;20;20;"18б";14;14
119;780;590;20;20;"18б";15;15
119;759;590;20;20;"18б";16;16
119;737;590;20;20;"18б";17;17
119;716;590;20;20;"18б";18;18
119;695;590;20;20;"18б";19;19
119;1116;590;20;20;"18б";2;2
119;674;590;20;20;"18б";20;20
119;653;590;20;20;"18б";21;21
119;632;590;20;20;"18б";22;22
119;610;590;20;20;"18б";23;23
119;589;590;20;20;"18б";24;24
119;1094;590;20;20;"18б";3;3
119;1072;590;20;20;"18б";4;4
119;1051;590;20;20;"18б";5;5
119;1030;590;20;20;"18б";6;6
119;1009;590;20;20;"18б";7;7
119;987;590;20;20;"18б";8;8
119;966;590;20;20;"18б";9;9
