111;612;639;30;30;"3";"17";"17"
111;575;639;30;30;"3";"18";"18"
111;538;640;30;30;"3";"19";"19"
111;501;640;30;30;"3";"20";"20"
111;464;640;30;30;"3";"21";"21"
111;759;160;30;30;"2";"1";"1"
111;759;197;30;30;"2";"2";"2"
111;759;234;30;30;"2";"3";"3"
111;759;271;30;30;"2";"4";"4"
111;759;308;30;30;"2";"5";"5"
111;758;345;30;30;"2";"6";"6"
111;758;382;30;30;"2";"7";"7"
111;758;419;30;30;"2";"8";"8"
111;758;456;30;30;"2";"9";"9"
111;758;493;30;30;"2";"10";"10"
111;687;600;30;30;"2";"13";"13"
111;650;600;30;30;"2";"14";"14"
111;613;600;30;30;"2";"15";"15"
111;576;601;30;30;"2";"16";"16"
111;539;601;30;30;"2";"17";"17"
111;502;601;30;30;"2";"18";"18"
111;465;601;30;30;"2";"19";"19"
111;428;601;30;30;"2";"20";"20"
111;391;601;30;30;"2";"21";"21"
111;758;529;30;30;"2";"11";"11"
111;795;529;30;30;"3";"11";"11"
111;758;566;30;30;"2";"12";"12"
111;795;566;30;30;"3";"12";"12"
111;719;194;30;30;"1";"2";"2"
111;719;231;30;30;"1";"3";"3"
111;720;417;30;30;"1";"8";"8"
111;720;454;30;30;"1";"9";"9"
111;610;564;30;30;"1";"13";"13"
111;647;564;30;30;"1";"12";"12"
111;720;527;30;30;"1";"11";"11"
111;720;492;30;30;"1";"10";"10"
111;719;160;30;30;"1";"1";"1"
111;719;270;30;30;"1";"4";"4"
111;720;307;30;30;"1";"5";"5"
111;720;343;30;30;"1";"6";"6"
111;720;380;30;30;"1";"7";"7"
111;571;564;30;30;"1";"14";"14"
111;536;563;30;30;"1";"15";"15"
111;500;562;30;30;"1";"16";"16"
111;463;562;30;30;"1";"17";"17"
111;796;161;30;30;"3";"1";"1"
111;796;198;30;30;"3";"2";"2"
111;796;235;30;30;"3";"3";"3"
111;796;272;30;30;"3";"4";"4"
111;796;309;30;30;"3";"5";"5"
111;795;346;30;30;"3";"6";"6"
111;795;383;30;30;"3";"7";"7"
111;795;420;30;30;"3";"8";"8"
111;795;457;30;30;"3";"9";"9"
111;795;494;30;30;"3";"10";"10"
111;429;640;30;30;"3";"22";"22"
111;797;601;30;30;"3";"13";"13"
111;722;638;30;30;"3";"14";"14"
111;685;638;30;30;"3";"15";"15"
111;648;638;30;30;"3";"16";"16"
111;429;562;30;30;"1";"18";"18"
111;395;561;30;30;"1";"19";"19"
111;394;640;30;30;"1";"23";"23"
111;835;159;30;30;"4";"1";"1"
111;835;196;30;30;"4";"2";"2"
111;835;233;30;30;"4";"3";"3"
111;836;270;30;30;"4";"4";"4"
111;836;307;30;30;"4";"5";"5"
111;836;344;30;30;"4";"6";"6"
111;837;381;30;30;"4";"7";"7"
111;837;418;30;30;"4";"8";"8"
111;838;455;30;30;"4";"9";"9"
111;838;492;30;30;"4";"10";"10"
111;838;529;30;30;"4";"11";"11"
111;839;566;30;30;"4";"12";"12"
111;839;603;30;30;"4";"13";"13"
111;839;640;30;30;"4";"14";"14"
111;839;676;30;30;"4";"15";"15"
111;802;677;30;30;"4";"16";"16"
111;765;677;30;30;"4";"17";"17"
111;728;677;30;30;"4";"18";"18"
111;691;678;30;30;"4";"19";"19"
111;654;678;30;30;"4";"20";"20"
111;617;678;30;30;"4";"21";"21"
111;581;679;30;30;"4";"22";"22"
111;544;679;30;30;"4";"23";"23"
111;507;679;30;30;"4";"24";"24"
111;470;680;30;30;"4";"25";"25"
111;433;680;30;30;"4";"26";"26"
111;396;680;30;30;"4";"27";"27"
