10;944;1074;20;20;"3";"25";"25"
10;963;1074;20;20;"3";"26";"26"
10;982;1074;20;20;"3";"27";"27"
10;1001;1075;20;20;"3";"28";"28"
10;1021;1076;20;20;"3";"29";"29"
10;492;1166;20;20;"3";"3";"3"
10;1040;1078;20;20;"3";"30";"30"
10;1118;1089;20;20;"3";"31";"31"
10;1137;1093;20;20;"3";"32";"32"
10;1156;1097;20;20;"3";"33";"33"
10;1175;1101;20;20;"3";"34";"34"
10;1194;1105;20;20;"3";"35";"35"
10;1212;1110;20;20;"3";"36";"36"
10;1231;1116;20;20;"3";"37";"37"
10;1249;1121;20;20;"3";"38";"38"
10;1267;1127;20;20;"3";"39";"39"
10;509;1157;20;20;"3";"4";"4"
10;1286;1133;20;20;"3";"40";"40"
10;1303;1140;20;20;"3";"41";"41"
10;1321;1148;20;20;"3";"42";"42"
10;1339;1156;20;20;"3";"43";"43"
10;1356;1163;20;20;"3";"44";"44"
10;527;1148;20;20;"3";"5";"5"
10;544;1141;20;20;"3";"6";"6"
10;562;1134;20;20;"3";"7";"7"
10;580;1127;20;20;"3";"8";"8"
10;598;1120;20;20;"3";"9";"9"
10;449;1161;20;20;"4";"1";"1"
10;608;1092;20;20;"4";"10";"10"
10;626;1087;20;20;"4";"11";"11"
10;645;1082;20;20;"4";"12";"12"
10;663;1077;20;20;"4";"13";"13"
10;682;1072;20;20;"4";"14";"14"
10;752;1055;20;20;"4";"15";"15"
10;771;1054;20;20;"4";"16";"16"
10;790;1052;20;20;"4";"17";"17"
10;809;1051;20;20;"4";"18";"18"
10;828;1050;20;20;"4";"19";"19"
10;466;1152;20;20;"4";"2";"2"
10;848;1049;20;20;"4";"20";"20"
10;867;1049;20;20;"4";"21";"21"
10;886;1049;20;20;"4";"22";"22"
10;905;1049;20;20;"4";"23";"23"
10;925;1049;20;20;"4";"24";"24"
10;944;1049;20;20;"4";"25";"25"
10;963;1049;20;20;"4";"26";"26"
10;982;1050;20;20;"4";"27";"27"
10;1001;1051;20;20;"4";"28";"28"
10;1021;1052;20;20;"4";"29";"29"
10;483;1143;20;20;"4";"3";"3"
10;1040;1053;20;20;"4";"30";"30"
10;1126;1066;20;20;"4";"31";"31"
10;1145;1070;20;20;"4";"32";"32"
10;1164;1074;20;20;"4";"33";"33"
10;1182;1078;20;20;"4";"34";"34"
10;1201;1082;20;20;"4";"35";"35"
10;1220;1087;20;20;"4";"36";"36"
10;1238;1093;20;20;"4";"37";"37"
10;1257;1099;20;20;"4";"38";"38"
10;1275;1105;20;20;"4";"39";"39"
10;500;1134;20;20;"4";"4";"4"
10;1293;1110;20;20;"4";"40";"40"
10;1311;1118;20;20;"4";"41";"41"
10;1329;1125;20;20;"4";"42";"42"
10;1346;1133;20;20;"4";"43";"43"
10;1364;1141;20;20;"4";"44";"44"
10;518;1126;20;20;"4";"5";"5"
10;536;1119;20;20;"4";"6";"6"
10;553;1112;20;20;"4";"7";"7"
10;571;1105;20;20;"4";"8";"8"
10;589;1098;20;20;"4";"9";"9"
10;440;1140;20;20;"5";"1";"1"
10;599;1071;20;20;"5";"10";"10"
10;617;1066;20;20;"5";"11";"11"
10;636;1061;20;20;"5";"12";"12"
10;654;1056;20;20;"5";"13";"13"
10;673;1051;20;20;"5";"14";"14"
10;740;1030;20;20;"5";"15";"15"
10;760;1029;20;20;"5";"16";"16"
10;779;1028;20;20;"5";"17";"17"
10;798;1027;20;20;"5";"18";"18"
10;817;1025;20;20;"5";"19";"19"
10;457;1131;20;20;"5";"2";"2"
10;837;1025;20;20;"5";"20";"20"
10;856;1024;20;20;"5";"21";"21"
10;875;1024;20;20;"5";"22";"22"
10;894;1024;20;20;"5";"23";"23"
10;913;1024;20;20;"5";"24";"24"
10;933;1024;20;20;"5";"25";"25"
10;952;1024;20;20;"5";"26";"26"
10;971;1025;20;20;"5";"27";"27"
10;990;1025;20;20;"5";"28";"28"
10;1010;1026;20;20;"5";"29";"29"
10;474;1122;20;20;"5";"3";"3"
10;1029;1027;20;20;"5";"30";"30"
10;1048;1028;20;20;"5";"31";"31"
10;1133;1045;20;20;"5";"32";"32"
10;1152;1048;20;20;"5";"33";"33"
10;1171;1052;20;20;"5";"34";"34"
10;1190;1056;20;20;"5";"35";"35"
10;1209;1060;20;20;"5";"36";"36"
10;1227;1065;20;20;"5";"37";"37"
10;1246;1071;20;20;"5";"38";"38"
10;1264;1077;20;20;"5";"39";"39"
10;492;1113;20;20;"5";"4";"4"
10;1282;1083;20;20;"5";"40";"40"
10;1301;1089;20;20;"5";"41";"41"
10;1319;1096;20;20;"5";"42";"42"
10;1336;1104;20;20;"5";"43";"43"
10;1354;1111;20;20;"5";"44";"44"
10;1371;1119;20;20;"5";"45";"45"
10;509;1105;20;20;"5";"5";"5"
10;527;1098;20;20;"5";"6";"6"
10;545;1091;20;20;"5";"7";"7"
10;563;1084;20;20;"5";"8";"8"
10;581;1077;20;20;"5";"9";"9"
10;413;1125;20;20;"6";"1";"1"
10;571;1055;20;20;"6";"10";"10"
10;590;1050;20;20;"6";"11";"11"
10;608;1045;20;20;"6";"12";"12"
10;627;1040;20;20;"6";"13";"13"
10;646;1035;20;20;"6";"14";"14"
10;664;1030;20;20;"6";"15";"15"
10;740;1006;20;20;"6";"16";"16"
10;760;1005;20;20;"6";"17";"17"
10;779;1003;20;20;"6";"18";"18"
10;798;1002;20;20;"6";"19";"19"
10;430;1117;20;20;"6";"2";"2"
10;817;1001;20;20;"6";"20";"20"
10;837;1000;20;20;"6";"21";"21"
10;856;1000;20;20;"6";"22";"22"
10;875;1000;20;20;"6";"23";"23"
10;894;1000;20;20;"6";"24";"24"
10;913;999;20;20;"6";"25";"25"
10;933;1000;20;20;"6";"26";"26"
10;952;1000;20;20;"6";"27";"27"
10;971;1000;20;20;"6";"28";"28"
10;990;1000;20;20;"6";"29";"29"
10;447;1108;20;20;"6";"3";"3"
10;1010;1001;20;20;"6";"30";"30"
10;1029;1003;20;20;"6";"31";"31"
10;1048;1004;20;20;"6";"32";"32"
10;1142;1022;20;20;"6";"33";"33"
10;1161;1026;20;20;"6";"34";"34"
10;1180;1030;20;20;"6";"35";"35"
10;1198;1034;20;20;"6";"36";"36"
10;1217;1038;20;20;"6";"37";"37"
10;1236;1042;20;20;"6";"38";"38"
10;1254;1048;20;20;"6";"39";"39"
10;464;1099;20;20;"6";"4";"4"
10;1273;1054;20;20;"6";"40";"40"
10;1291;1060;20;20;"6";"41";"41"
10;1309;1066;20;20;"6";"42";"42"
10;1327;1072;20;20;"6";"43";"43"
10;1345;1079;20;20;"6";"44";"44"
10;1363;1087;20;20;"6";"45";"45"
10;1380;1095;20;20;"6";"46";"46"
10;1398;1103;20;20;"6";"47";"47"
10;482;1090;20;20;"6";"5";"5"
10;500;1083;20;20;"6";"6";"6"
10;517;1076;20;20;"6";"7";"7"
10;535;1069;20;20;"6";"8";"8"
10;553;1062;20;20;"6";"9";"9"
10;404;1103;20;20;"7";"1";"1"
10;562;1033;20;20;"7";"10";"10"
10;581;1028;20;20;"7";"11";"11"
10;599;1023;20;20;"7";"12";"12"
10;618;1018;20;20;"7";"13";"13"
10;637;1013;20;20;"7";"14";"14"
10;655;1008;20;20;"7";"15";"15"
10;731;981;20;20;"7";"16";"16"
10;750;980;20;20;"7";"17";"17"
10;769;979;20;20;"7";"18";"18"
10;788;978;20;20;"7";"19";"19"
10;421;1094;20;20;"7";"2";"2"
10;807;976;20;20;"7";"20";"20"
10;827;976;20;20;"7";"21";"21"
10;846;975;20;20;"7";"22";"22"
10;865;975;20;20;"7";"23";"23"
10;884;975;20;20;"7";"24";"24"
10;904;975;20;20;"7";"25";"25"
