65;1268;795;5;6;5
65;1240;795;6;6;6
65;1210;795;7;6;7
65;1181;795;8;6;8
65;1152;795;9;6;9
65;1388;754;1;7;1
65;1122;754;10;7;10
65;1092;754;11;7;11
65;1062;754;12;7;12
65;1031;754;13;7;13
65;1002;754;14;7;14
65;971;754;15;7;15
65;942;754;16;7;16
65;913;754;17;7;17
65;884;754;18;7;18
65;855;754;19;7;19
65;1357;754;2;7;2
65;825;754;20;7;20
65;796;754;21;7;21
65;765;754;22;7;22
65;735;754;23;7;23
65;705;753;24;7;24
65;674;753;25;7;25
65;644;753;26;7;26
65;616;753;27;7;27
65;586;753;28;7;28
65;557;753;29;7;29
65;1329;754;3;7;3
65;528;753;30;7;30
65;498;753;31;7;31
65;468;753;32;7;32
65;438;753;33;7;33
65;409;753;34;7;34
65;1298;754;4;7;4
65;1268;754;5;7;5
65;1240;754;6;7;6
65;1210;754;7;7;7
65;1181;754;8;7;8
65;1152;754;9;7;9
65;1388;714;1;8;1
65;1122;714;10;8;10
65;1092;714;11;8;11
65;1062;714;12;8;12
65;1031;714;13;8;13
65;1002;714;14;8;14
65;971;714;15;8;15
65;942;714;16;8;16
65;913;714;17;8;17
65;884;714;18;8;18
65;855;714;19;8;19
65;1357;714;2;8;2
65;825;714;20;8;20
65;796;714;21;8;21
65;765;714;22;8;22
65;735;714;23;8;23
65;705;713;24;8;24
65;674;713;25;8;25
65;644;713;26;8;26
65;616;713;27;8;27
65;586;713;28;8;28
65;557;713;29;8;29
65;1329;714;3;8;3
65;528;713;30;8;30
65;498;713;31;8;31
65;468;713;32;8;32
65;438;713;33;8;33
65;409;713;34;8;34
65;1298;714;4;8;4
65;1268;714;5;8;5
65;1240;714;6;8;6
65;1210;714;7;8;7
65;1181;714;8;8;8
65;1152;714;9;8;9
65;1386;674;1;9;1
65;1120;674;10;9;10
65;1090;674;11;9;11
65;1060;674;12;9;12
65;1029;674;13;9;13
65;1000;674;14;9;14
65;969;674;15;9;15
65;940;674;16;9;16
65;911;674;17;9;17
65;882;674;18;9;18
65;853;674;19;9;19
65;1355;674;2;9;2
65;823;674;20;9;20
65;794;674;21;9;21
65;763;674;22;9;22
65;733;674;23;9;23
65;703;673;24;9;24
65;672;673;25;9;25
65;642;673;26;9;26
65;614;673;27;9;27
65;584;673;28;9;28
65;555;673;29;9;29
65;1327;674;3;9;3
65;526;673;30;9;30
65;496;673;31;9;31
65;466;673;32;9;32
65;436;673;33;9;33
65;407;673;34;9;34
65;1296;674;4;9;4
65;1266;674;5;9;5
65;1238;674;6;9;6
65;1208;674;7;9;7
65;1179;674;8;9;8
65;1150;674;9;9;9
65;1336;996;1;1;1
65;1070;996;10;1;10
65;1040;996;11;1;11
65;1010;996;12;1;12
65;979;996;13;1;13
65;950;996;14;1;14
65;919;996;15;1;15
65;890;996;16;1;16
65;861;996;17;1;17
65;832;996;18;1;18
65;803;996;19;1;19
65;1305;996;2;1;2
65;773;996;20;1;20
65;744;996;21;1;21
65;713;996;22;1;22
65;683;996;23;1;23
65;653;995;24;1;24
65;622;995;25;1;25
65;592;995;26;1;26
65;564;995;27;1;27
65;534;995;28;1;28
65;505;995;29;1;29
65;1277;996;3;1;3
65;476;995;30;1;30
65;446;995;31;1;31
65;1246;996;4;1;4
65;1217;996;5;1;5
65;1188;996;6;1;6
65;1158;996;7;1;7
65;1129;996;8;1;8
65;1100;996;9;1;9
65;1386;633;1;10;1
65;1120;633;10;10;10
65;1090;633;11;10;11
65;1060;633;12;10;12
65;1029;633;13;10;13
65;1000;633;14;10;14
65;969;633;15;10;15
65;940;633;16;10;16
65;911;633;17;10;17
65;882;633;18;10;18
65;853;633;19;10;19
65;1355;633;2;10;2
65;823;633;20;10;20
65;794;633;21;10;21
65;763;633;22;10;22
65;733;633;23;10;23
65;703;632;24;10;24
65;672;632;25;10;25
65;642;632;26;10;26
65;614;632;27;10;27
65;584;632;28;10;28
65;555;632;29;10;29
65;1327;633;3;10;3
65;526;632;30;10;30
65;496;632;31;10;31
65;466;632;32;10;32
65;436;632;33;10;33
65;407;632;34;10;34
65;1296;633;4;10;4
65;1266;633;5;10;5
65;1238;633;6;10;6
65;1208;633;7;10;7
65;1179;633;8;10;8
65;1150;633;9;10;9
65;1386;592;1;11;1
65;1120;592;10;11;10
65;1090;592;11;11;11
65;1060;592;12;11;12
65;1029;592;13;11;13
65;1000;592;14;11;14
65;969;592;15;11;15
65;940;592;16;11;16
65;911;592;17;11;17
65;882;592;18;11;18
65;853;592;19;11;19
65;1355;592;2;11;2
65;823;592;20;11;20
65;794;592;21;11;21
65;763;592;22;11;22
65;733;592;23;11;23
65;703;591;24;11;24
65;672;591;25;11;25
65;642;591;26;11;26
65;614;591;27;11;27
65;584;591;28;11;28
65;555;591;29;11;29
65;1327;592;3;11;3
65;526;591;30;11;30
65;496;591;31;11;31
65;466;591;32;11;32
65;436;591;33;11;33
65;407;591;34;11;34
65;1296;592;4;11;4
65;1266;592;5;11;5
65;1238;592;6;11;6
65;1208;592;7;11;7
65;1179;592;8;11;8
65;1150;592;9;11;9
65;1386;552;1;12;1
65;1120;552;10;12;10
65;1090;552;11;12;11
65;1060;552;12;12;12
65;1029;552;13;12;13
65;1000;552;14;12;14
65;969;552;15;12;15
65;940;552;16;12;16
65;911;552;17;12;17
65;882;552;18;12;18
65;853;552;19;12;19
65;1355;552;2;12;2
65;823;552;20;12;20
65;794;552;21;12;21
65;763;552;22;12;22
65;733;552;23;12;23
65;703;551;24;12;24
65;672;551;25;12;25
65;642;551;26;12;26
65;614;551;27;12;27
65;584;551;28;12;28
65;555;551;29;12;29
65;1327;552;3;12;3
65;526;551;30;12;30
65;496;551;31;12;31
65;466;551;32;12;32
65;436;551;33;12;33
65;407;551;34;12;34
65;1296;552;4;12;4
65;1266;552;5;12;5
65;1238;552;6;12;6
65;1208;552;7;12;7
65;1179;552;8;12;8
65;1150;552;9;12;9
65;1326;511;1;13;1
65;1061;511;10;13;10
65;1031;511;11;13;11
65;1000;511;12;13;12
65;971;511;13;13;13
65;940;511;14;13;14
65;911;511;15;13;15
65;882;511;16;13;16
65;853;511;17;13;17
65;824;511;18;13;18
65;794;511;19;13;19
65;1298;511;2;13;2
65;765;511;20;13;20
65;734;511;21;13;21
65;704;511;22;13;22
65;674;510;23;13;23
65;643;510;24;13;24
65;613;510;25;13;25
65;585;510;26;13;26
65;555;510;27;13;27
65;526;510;28;13;28
65;497;510;29;13;29
65;1267;511;3;13;3
65;467;510;30;13;30
65;1237;511;4;13;4
65;1209;511;5;13;5
65;1179;511;6;13;6
65;1150;511;7;13;7
65;1121;511;8;13;8
65;1091;511;9;13;9
65;1326;471;1;14;1
65;1061;471;10;14;10
65;1031;471;11;14;11
65;1000;471;12;14;12
65;971;471;13;14;13
65;940;471;14;14;14
65;911;471;15;14;15
65;882;471;16;14;16
65;853;471;17;14;17
65;824;471;18;14;18
65;794;471;19;14;19
65;1298;471;2;14;2
65;765;471;20;14;20
65;734;471;21;14;21
65;704;471;22;14;22
65;674;470;23;14;23
65;643;470;24;14;24
65;613;470;25;14;25
65;585;470;26;14;26
65;555;470;27;14;27
65;526;470;28;14;28
65;497;470;29;14;29
65;1267;471;3;14;3
65;467;470;30;14;30
65;1237;471;4;14;4
65;1209;471;5;14;5
65;1179;471;6;14;6
65;1150;471;7;14;7
65;1121;471;8;14;8
65;1091;471;9;14;9
65;1326;432;1;15;1
65;1061;432;10;15;10
65;1031;432;11;15;11
65;1000;432;12;15;12
65;971;432;13;15;13
65;940;432;14;15;14
65;911;432;15;15;15
65;882;432;16;15;16
65;853;432;17;15;17
65;824;432;18;15;18
65;794;432;19;15;19
65;1298;432;2;15;2
65;765;432;20;15;20
65;734;432;21;15;21
65;704;432;22;15;22
65;674;431;23;15;23
65;643;431;24;15;24
65;613;431;25;15;25
65;585;431;26;15;26
65;555;431;27;15;27
65;526;431;28;15;28
65;497;431;29;15;29
65;1267;432;3;15;3
65;467;431;30;15;30
65;1237;432;4;15;4
65;1209;432;5;15;5
65;1179;432;6;15;6
65;1150;432;7;15;7
65;1121;432;8;15;8
65;1091;432;9;15;9
65;1326;391;1;16;1
65;1061;391;10;16;10
65;1031;391;11;16;11
65;1000;391;12;16;12
65;971;391;13;16;13
65;940;391;14;16;14
65;911;391;15;16;15
65;882;391;16;16;16
65;853;391;17;16;17
65;824;391;18;16;18
65;794;391;19;16;19
65;1298;391;2;16;2
65;765;391;20;16;20
65;734;391;21;16;21
65;704;391;22;16;22
65;674;390;23;16;23
65;643;390;24;16;24
65;613;390;25;16;25
65;585;390;26;16;26
65;555;390;27;16;27
65;526;390;28;16;28
65;497;390;29;16;29
65;1267;391;3;16;3
65;467;390;30;16;30
65;1237;391;4;16;4
65;1209;391;5;16;5
65;1179;391;6;16;6
65;1150;391;7;16;7
65;1121;391;8;16;8
65;1091;391;9;16;9
65;1326;351;1;17;1
65;1061;351;10;17;10
65;1031;351;11;17;11
65;1000;351;12;17;12
65;971;351;13;17;13
65;940;351;14;17;14
65;911;351;15;17;15
65;882;351;16;17;16
65;853;351;17;17;17
65;824;351;18;17;18
65;794;351;19;17;19
65;1298;351;2;17;2
65;765;351;20;17;20
65;734;351;21;17;21
65;704;351;22;17;22
65;674;350;23;17;23
65;643;350;24;17;24
65;613;350;25;17;25
65;585;350;26;17;26
65;555;350;27;17;27
65;526;350;28;17;28
65;497;350;29;17;29
65;1267;351;3;17;3
65;467;350;30;17;30
65;1237;351;4;17;4
65;1209;351;5;17;5
65;1179;351;6;17;6
65;1150;351;7;17;7
65;1121;351;8;17;8
65;1091;351;9;17;9
65;1326;311;1;18;1
65;1061;311;10;18;10
65;1031;311;11;18;11
65;1000;311;12;18;12
65;971;311;13;18;13
65;940;311;14;18;14
65;911;311;15;18;15
65;882;311;16;18;16
65;853;311;17;18;17
65;824;311;18;18;18
65;794;311;19;18;19
65;1298;311;2;18;2
65;765;311;20;18;20
65;734;311;21;18;21
65;704;311;22;18;22
65;674;310;23;18;23
65;643;310;24;18;24
65;613;310;25;18;25
65;585;310;26;18;26
65;555;310;27;18;27
65;526;310;28;18;28
65;497;310;29;18;29
65;1267;311;3;18;3
65;467;310;30;18;30
65;1237;311;4;18;4
65;1209;311;5;18;5
65;1179;311;6;18;6
65;1150;311;7;18;7
65;1121;311;8;18;8
65;1091;311;9;18;9
65;1326;270;1;19;1
65;1061;270;10;19;10
65;1031;270;11;19;11
65;1000;270;12;19;12
65;971;270;13;19;13
65;940;270;14;19;14
65;911;270;15;19;15
65;882;270;16;19;16
65;853;270;17;19;17
65;824;270;18;19;18
65;794;270;19;19;19
65;1298;270;2;19;2
65;765;270;20;19;20
65;734;270;21;19;21
65;704;270;22;19;22
65;674;269;23;19;23
65;643;269;24;19;24
65;613;269;25;19;25
65;585;269;26;19;26
65;555;269;27;19;27
65;526;269;28;19;28
65;497;269;29;19;29
65;1267;270;3;19;3
65;467;269;30;19;30
65;1237;270;4;19;4
65;1209;270;5;19;5
65;1179;270;6;19;6
65;1150;270;7;19;7
65;1121;270;8;19;8
65;1091;270;9;19;9
65;1336;955;1;2;1
65;1070;955;10;2;10
65;1040;955;11;2;11
65;1010;955;12;2;12
65;979;955;13;2;13
65;950;955;14;2;14
65;919;955;15;2;15
65;890;955;16;2;16
65;861;955;17;2;17
65;832;955;18;2;18
65;803;955;19;2;19
65;1305;955;2;2;2
65;773;955;20;2;20
65;744;955;21;2;21
65;713;955;22;2;22
65;683;955;23;2;23
65;653;954;24;2;24
65;622;954;25;2;25
65;592;954;26;2;26
65;564;954;27;2;27
65;534;954;28;2;28
65;505;954;29;2;29
65;1277;955;3;2;3
65;476;954;30;2;30
65;446;954;31;2;31
65;1246;955;4;2;4
65;1217;955;5;2;5
65;1188;955;6;2;6
65;1158;955;7;2;7
65;1129;955;8;2;8
65;1100;955;9;2;9
65;1326;229;1;20;1
65;1061;229;10;20;10
65;1031;229;11;20;11
65;1000;229;12;20;12
65;971;229;13;20;13
65;940;229;14;20;14
65;911;229;15;20;15
65;882;229;16;20;16
65;853;229;17;20;17
65;824;229;18;20;18
65;794;229;19;20;19
65;1298;229;2;20;2
65;765;229;20;20;20
65;734;229;21;20;21
65;704;229;22;20;22
65;674;228;23;20;23
65;643;228;24;20;24
65;613;228;25;20;25
65;585;228;26;20;26
65;555;228;27;20;27
65;526;228;28;20;28
65;497;228;29;20;29
65;1267;229;3;20;3
65;467;228;30;20;30
65;1237;229;4;20;4
65;1209;229;5;20;5
65;1179;229;6;20;6
65;1150;229;7;20;7
65;1121;229;8;20;8
65;1091;229;9;20;9
65;1386;187;1;21;1
